ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2070-02-09,32,55908,566,Employed,High School,11,9860,60,Single,2,Other,212,0.2850712974,5,0,0.2504969498,0,Home,0,32,24,3742,2817,46685,17531,4659.0,0.763301178,1,29154,0.23186,0.2084464955,265.8851994586,0.1025724832,1,41.6
2027-11-27,36,23695,622,Employed,Associate,10,15380,48,Single,2,Rent,475,0.0453601467,5,0,0.3227635182,0,Other,0,29,29,3459,300,99643,53086,1974.5833333333,0.6454788758,6,46557,0.19938,0.2012464501,469.0409693799,0.4780962917,0,52.0
2053-11-12,40,71252,628,Employed,Bachelor,14,16599,72,Divorced,1,Mortgage,241,0.0357386413,1,0,0.3137403328,0,Debt Consolidation,0,22,29,5317,185,51267,49510,5937.6666666667,0.8961809997,2,1757,0.217599,0.2201122505,417.1791931679,0.110848121,1,40.0
2058-09-08,32,23350,588,Employed,Bachelor,10,13114,24,Single,0,Own,535,0.077712176,1,2,0.0769097663,0,Debt Consolidation,1,17,14,777,1418,119355,54539,1945.8333333333,0.6164691288,3,64816,0.194114,0.2203317237,680.5449658062,0.624691203,0,55.0
2049-12-31,18,51185,555,Unemployed,Bachelor,0,42744,84,Married,3,Mortgage,238,0.3032997034,10,0,0.2759311673,0,Education,0,26,13,2850,2134,24265,4518,4265.4166666667,0.7986043816,4,19747,0.290244,0.2639511609,1120.3376938519,0.318453694,0,55.0
2037-05-23,30,55590,622,Employed,Master,6,26380,60,Divorced,0,Mortgage,336,0.3080349003,3,1,0.3568683599,0,Auto,0,18,26,504,2135,135219,11532,4632.5,0.7335078685,6,123687,0.22038,0.2204580157,729.2740345568,0.2299566184,0,47.0
2056-03-24,45,61197,617,Self-Employed,Bachelor,19,13846,24,Married,0,Mortgage,944,0.326000727,4,2,0.0865018728,0,Debt Consolidation,0,33,1,836,338,71290,7592,5099.75,0.8482968832,2,63698,0.180346,0.2035278773,707.0918410009,0.3237593688,0,52.0
2049-02-24,51,118803,599,Unemployed,High School,30,27841,96,Married,1,Mortgage,404,0.5159709754,2,1,0.3432627069,0,Auto,0,18,18,1662,352,196363,14615,9900.25,0.8075659879,6,181748,0.263341,0.2268896205,630.8770522115,0.1045303959,1,42.4
2055-06-13,41,31598,604,Employed,Doctorate,17,19472,48,Married,1,Rent,519,0.012581965,2,1,0.7345517662,0,Other,1,27,22,5646,692,130805,42060,2633.1666666667,0.8060061987,5,88745,0.212472,0.1736256673,565.5245736768,0.4118708426,0,59.0
2039-03-12,48,80364,594,Unemployed,Bachelor,29,35060,36,Married,0,Rent,171,0.1205576996,4,0,0.1696569796,0,Home,0,30,22,11388,623,36563,2081,6697.0,0.7640200111,2,34482,0.22306,0.1877080179,1281.1008709099,0.2168285607,1,40.8
2061-04-19,43,26983,589,Employed,Bachelor,18,8165,24,Widowed,4,Mortgage,444,0.6976934896,3,1,0.2332945842,0,Education,0,29,1,3904,1307,111010,15817,2248.5833333333,0.8934732539,8,95193,0.188665,0.2129132251,420.7330978101,0.3845679566,0,58.0
2066-01-17,63,80046,660,Employed,Bachelor,41,29316,72,Divorced,0,Own,1100,0.3010577383,0,0,0.1377262663,0,Home,0,36,28,5185,506,188235,20605,6670.5,0.8679865513,4,167630,0.214316,0.1897026136,684.812957913,0.267568092,1,31.2
2042-10-16,19,27057,586,Employed,Master,0,52561,12,Married,0,Own,664,0.2630861645,5,2,0.0760850505,0,Debt Consolidation,0,35,10,1203,432,87142,11929,2254.75,0.9652512994,4,75213,0.224561,0.2642067498,5031.9250546948,2.5261891805,0,50.0
2060-02-22,50,27111,513,Employed,Associate,26,27639,12,Married,1,Rent,352,0.2550238742,3,0,0.3768742482,0,Auto,0,18,1,6442,531,26949,4355,2259.25,0.8146150387,2,22594,0.236139,0.2584840205,2638.3190736055,1.3235892768,0,60.0
2064-11-04,18,34900,489,Employed,High School,0,21007,60,Divorced,2,Mortgage,277,0.4996403359,1,2,0.1278529314,0,Other,0,19,24,523,1370,43686,26950,2908.3333333333,0.9785671488,6,16736,0.281507,0.2720694936,644.0565399303,0.3166956584,0,52.0
2051-04-12,48,106635,550,Employed,Bachelor,29,14399,48,Single,3,Mortgage,465,0.3686692059,0,0,0.1245410175,0,Home,0,32,23,6898,210,45160,11285,8886.25,0.9706471566,3,33875,0.234399,0.2256483769,458.0829250537,0.1038776678,1,39.2
2040-03-16,28,27320,638,Employed,Doctorate,6,8262,96,Married,5,Mortgage,174,0.236534269,4,1,0.3368837968,0,Debt Consolidation,0,23,16,1060,334,347241,12967,2276.6666666667,0.4824115054,4,334274,0.224262,0.2424375301,195.5879757907,0.1623373247,1,37.6
2020-08-14,44,15000,600,Employed,High School,22,36179,48,Married,0,Own,189,0.2108794202,6,2,0.0370469962,0,Education,0,29,3,11619,3006,91822,7290,1250.0,0.7448797573,3,84532,0.231179,0.2099372121,1120.1857002641,1.0473485602,0,50.0
2068-02-24,52,76396,594,Unemployed,Doctorate,26,19445,36,Married,4,Rent,768,0.3397511403,1,2,0.4976438239,0,Home,0,22,11,2336,1186,26712,13743,6366.3333333333,0.8097212317,4,12969,0.207445,0.1717587105,694.9704675605,0.2297979686,1,47.2
2072-08-09,60,122006,649,Employed,Associate,35,18127,48,Married,0,Rent,95,0.3462858357,7,1,0.5088542137,0,Education,0,23,14,12644,220,238863,8162,10167.1666666667,0.9419927398,7,230701,0.188627,0.1921335572,544.0423871978,0.0628535371,1,39.2
2070-07-24,68,91913,626,Employed,Associate,45,13836,84,Married,0,Mortgage,436,0.3728569318,7,2,0.3182428033,0,Other,0,31,3,1295,251,102823,7449,7659.4166666667,0.8893877713,1,95374,0.225836,0.2605302837,359.5807970292,0.1038696329,0,51.0
2026-01-17,20,84058,553,Employed,Associate,0,8159,60,Single,3,Rent,790,0.1506810257,2,1,0.2941395972,0,Home,0,27,24,5150,742,110404,16908,7004.8333333333,0.9317267965,5,93496,0.236659,0.2839908,256.0051148569,0.1493261959,0,48.0
2019-07-02,37,39872,557,Employed,High School,14,42185,12,Married,4,Rent,269,0.1008794685,3,0,0.1833444386,0,Auto,0,29,14,2017,766,17039,54378,3322.6666666667,0.7679094221,4,9672,0.228685,0.2373973069,3983.6850711824,1.2799012052,0,50.0
2048-08-30,39,49902,590,Employed,Associate,18,24672,96,Married,1,Mortgage,151,0.122553453,2,0,0.489174618,0,Home,0,35,11,1911,1196,170015,152858,4158.5,0.4576730368,4,17157,0.264672,0.2588994222,611.0225630185,0.1832445745,0,56.0
2026-11-06,18,41547,518,Employed,Bachelor,0,19367,60,Married,0,Rent,863,0.6090759273,1,0,0.27008924,0,Auto,1,26,14,4876,1193,139261,27259,3462.25,0.8761219584,3,112002,0.265367,0.2997383187,626.276959978,0.4301471471,0,57.0
2031-11-09,36,16578,553,Employed,High School,13,23834,60,Single,0,Mortgage,627,0.1354943689,5,3,0.4378084676,1,Home,0,25,21,10255,624,107828,9704,1381.5,0.8081823319,3,98124,0.252334,0.2018672,633.9339821117,0.912728181,0,67.0
2044-09-28,40,17072,615,Employed,Bachelor,15,6303,36,Married,1,Rent,795,0.1501948074,3,2,0.2902304162,0,Other,0,26,22,1259,1025,44440,17768,1422.6666666667,0.8369104648,6,26672,0.183803,0.175683476,226.506034441,0.7180220486,0,50.0
2030-08-03,55,23123,537,Employed,Bachelor,28,9603,96,Married,2,Mortgage,315,0.2126725549,2,0,0.3542437705,0,Auto,0,18,28,16073,5167,178021,6341,1926.9166666667,0.6318296185,2,171680,0.276103,0.2792197393,251.0348248378,0.2937515849,0,52.0
2065-04-04,31,65418,579,Self-Employed,Bachelor,10,27953,48,Single,3,Other,143,0.5207325135,4,2,0.4580743895,0,Home,0,31,8,2544,2803,21603,16288,5451.5,0.8372830844,7,5315,0.233453,0.2103095673,866.0495708499,0.1850957665,0,61.0
2056-09-14,45,30092,582,Employed,Bachelor,25,49151,60,Married,1,Own,365,0.5748092206,3,0,0.3353959089,0,Auto,1,28,13,10870,2302,89958,34963,2507.6666666667,0.9171881651,7,54995,0.263151,0.2713091375,1504.6901060833,0.7455895678,0,60.0
2051-01-29,41,25968,554,Employed,Doctorate,21,31254,72,Widowed,1,Mortgage,812,0.0791502278,2,1,0.1750926408,0,Home,0,20,3,1867,2423,121027,10428,2164.0,0.7563102689,4,110599,0.269254,0.2177677067,781.156067529,0.7362089037,0,50.0
2063-01-10,19,68337,567,Employed,Master,0,31919,24,Single,3,Other,382,0.3455329721,0,0,0.4056261728,0,Home,0,27,7,3655,107,17131,65376,5694.75,0.6911406238,4,4129,0.223419,0.1970325354,1619.9196974946,0.3515377668,0,57.0
2067-02-16,56,39682,659,Employed,Bachelor,37,19451,48,Single,3,Rent,247,0.1855206197,3,2,0.3203235961,0,Home,1,19,7,832,1651,41567,48445,3306.8333333333,0.67130484,4,10260,0.184951,0.2052854955,597.3923498223,0.2553477193,0,55.0
2064-10-07,38,36128,608,Employed,Doctorate,12,22890,48,Married,3,Own,1049,0.2576286036,2,1,0.462159574,0,Education,0,19,17,1153,675,50102,57068,3010.6666666667,0.9222174014,3,8634,0.21389,0.2144065145,714.2411421924,0.5856646841,0,54.0
2049-03-11,46,26557,633,Employed,Master,26,11225,24,Married,1,Mortgage,233,0.4984347608,3,1,0.0116582123,0,Auto,0,27,16,4742,466,53791,9951,2213.0833333333,0.8068574404,7,43840,0.169725,0.1734354656,556.8441369333,0.356897603,0,50.0
2068-03-19,41,24142,552,Employed,Associate,19,36578,72,Single,0,Rent,1212,0.1409570511,3,0,0.2147223618,0,Debt Consolidation,0,24,3,1556,1172,23006,15604,2011.8333333333,0.7912023826,2,7402,0.275578,0.2329683618,947.429365969,1.0733639463,0,56.0
2029-11-20,42,90012,564,Employed,High School,19,22334,60,Married,0,Mortgage,260,0.66561398,2,3,0.1927005273,0,Education,0,18,17,445,1433,32810,31652,7501.0,0.9007390747,4,1158,0.245334,0.2944008,714.9184960891,0.1299718032,0,51.0
2022-10-02,20,32566,552,Employed,Bachelor,0,16913,36,Married,3,Own,392,0.2514750836,5,0,0.3276847534,0,Debt Consolidation,0,31,18,2053,837,63627,40284,2713.8333333333,0.9506342467,2,23343,0.225913,0.2248621401,650.1770724327,0.3840239781,0,55.0
2061-08-09,28,51537,536,Employed,Doctorate,7,31049,36,Single,0,Rent,455,0.1382565793,3,0,0.3411218105,0,Debt Consolidation,1,27,13,1446,356,13052,11879,4294.75,0.8040543687,9,1173,0.248049,0.2618564355,1254.0560070811,0.3979407433,0,59.0
2031-11-01,44,87168,519,Employed,Master,22,10377,72,Divorced,0,Mortgage,508,0.3465128431,2,1,0.1241785833,0,Debt Consolidation,0,27,16,504,771,220646,26337,7264.0,0.6941102093,1,194309,0.265877,0.2712515043,293.2096360183,0.1102986834,1,36.0
2070-01-30,37,83592,584,Employed,High School,14,11477,72,Married,0,Mortgage,450,0.6121123102,2,0,0.4970027833,0,Home,0,20,22,5685,2128,95358,22953,6966.0,0.7650448815,6,72405,0.234477,0.2031836261,277.028657317,0.1043681679,1,44.0
2021-08-13,40,77186,545,Employed,Associate,17,17131,48,Married,1,Mortgage,542,0.3946615129,4,3,0.36498451,0,Home,0,25,10,2979,2262,75876,40069,6432.1666666667,0.761173474,5,35807,0.239631,0.2630998252,580.6027847954,0.1745294926,0,54.0
2039-03-17,30,15000,504,Employed,High School,10,13681,84,Married,1,Mortgage,440,0.1909568862,3,0,0.4040081149,0,Debt Consolidation,0,34,22,947,597,94795,36109,1250.0,0.6200072601,11,58686,0.286681,0.2705112296,364.4294490238,0.6435435592,0,55.0
2047-06-09,53,35820,590,Employed,High School,30,11462,48,Married,0,Rent,413,0.4295032202,1,1,0.2980642424,0,Debt Consolidation,0,27,5,18944,4438,23382,41209,2985.0,0.7481932601,5,5550,0.211462,0.2123358622,356.3704329732,0.2577455387,0,56.0
2056-07-06,48,53119,461,Employed,Master,25,15985,96,Single,0,Mortgage,295,0.2654785809,4,1,0.2711103848,0,Auto,0,20,18,4077,560,17823,42941,4426.5833333333,0.669518232,6,5137,0.320485,0.2760780911,414.4394772752,0.1602679592,1,41.6
2023-05-19,46,84467,617,Employed,Bachelor,21,36977,72,Single,0,Mortgage,507,0.338932711,2,0,0.1195715325,0,Other,0,15,2,1978,546,93256,9016,7038.9166666667,0.9092352075,2,84240,0.243477,0.2770997145,1058.4141414609,0.2223941859,0,48.0
2058-03-20,54,47874,471,Employed,Master,35,12204,84,Divorced,2,Mortgage,486,0.1187120164,6,1,0.0511309479,0,Education,0,27,9,4125,4825,27461,13529,3989.5,0.835648436,4,13932,0.301704,0.283031733,335.133868157,0.2058237544,0,51.0
2040-06-03,51,28794,528,Unemployed,Doctorate,30,13687,48,Single,1,Mortgage,343,0.3126187378,3,0,0.2766181438,0,Home,0,28,10,2665,577,72390,5637,2399.5,0.8829338567,5,66753,0.244687,0.2643491275,464.8440432788,0.3366718247,0,55.0
2046-08-27,31,33926,613,Employed,Doctorate,6,17296,48,Single,1,Mortgage,257,0.2032809708,2,1,0.049646288,1,Home,0,17,20,371,154,8852,2286,2827.1666666667,0.8463253541,2,6566,0.205796,0.1672187476,496.591528822,0.2665536269,0,60.0
2057-02-23,60,84816,589,Employed,Associate,33,31920,84,Married,0,Rent,372,0.0991613504,0,0,0.461973639,0,Home,0,24,27,3549,220,68881,30530,7068.0,0.8463137033,6,38351,0.26242,0.2587919979,825.9770194255,0.1694930701,0,54.0
2054-08-31,42,115251,650,Employed,Master,15,18691,36,Divorced,3,Own,278,0.0957912619,0,1,0.3955162486,0,Other,0,18,18,8306,3610,27682,77756,9604.25,0.7505045566,4,5216,0.178691,0.2144292,708.4423897318,0.1027089455,1,36.8
2033-07-29,24,30684,608,Employed,Bachelor,1,20517,48,Widowed,2,Rent,765,0.2052197744,7,1,0.2256328301,0,Other,0,18,1,4427,2207,41423,9494,2557.0,0.8841145989,3,31929,0.211517,0.2298968481,657.484094373,0.5563097749,0,54.0
2038-04-17,41,25834,529,Employed,Associate,18,13863,48,Single,0,Rent,323,0.2811964499,3,0,0.1470507919,0,Home,0,26,27,13872,686,65893,94549,2152.8333333333,0.6085078513,7,10439,0.244363,0.2618505922,468.8675293577,0.3678257472,0,52.0
2042-07-17,37,108019,596,Employed,High School,15,17881,60,Married,1,Mortgage,434,0.1270677139,1,0,0.2813589139,0,Home,0,25,13,3082,133,37002,12383,9001.5833333333,0.6210081241,12,24619,0.224881,0.229544843,503.6063257349,0.1041601562,1,40.0
2044-06-17,32,31898,469,Employed,High School,11,32912,60,Single,0,Own,151,0.2320048041,3,0,0.5795458742,0,Auto,0,21,23,6534,1266,97479,5961,2658.1666666667,0.4901906807,5,91518,0.303412,0.293249787,1051.2094833051,0.4522701674,0,57.0
2025-06-17,63,29900,616,Employed,Associate,42,42610,72,Divorced,0,Rent,738,0.0806727609,4,1,0.5139846049,0,Debt Consolidation,0,18,2,1004,497,45219,69299,2491.6666666667,0.6990319648,4,2787,0.24961,0.2533553665,1156.5817635248,0.760367263,0,60.0
2066-04-11,48,60796,601,Employed,Bachelor,22,18586,24,Married,3,Mortgage,786,0.3104293561,4,2,0.3053376098,0,Debt Consolidation,0,26,17,6444,759,55547,39350,5066.3333333333,0.9259219648,3,16197,0.193086,0.2006018337,946.4959183121,0.3419624814,0,51.0
2037-07-09,55,15477,592,Unemployed,Bachelor,33,22435,120,Single,1,Mortgage,507,0.515826249,2,1,0.2220458904,0,Auto,0,29,17,949,1046,93644,2912,1289.75,0.5549014793,5,90732,0.281435,0.225148,471.6134166902,0.7587620986,0,56.0
2034-02-08,48,90372,537,Employed,Bachelor,25,18992,48,Married,0,Mortgage,232,0.2429521844,6,1,0.1578941802,0,Auto,0,28,15,3604,857,85863,1829,7531.0,0.9016403717,3,84034,0.245492,0.247115586,626.6686830782,0.1140178838,1,37.6
2021-08-05,56,50032,628,Employed,Associate,35,12333,24,Single,2,Other,319,0.3517932447,4,1,0.3986321486,0,Debt Consolidation,0,29,17,2029,4198,121652,61696,4169.3333333333,0.4611459407,9,59956,0.173333,0.1941852964,624.2001917326,0.2262232631,0,49.0
2061-10-05,35,37698,560,Employed,Associate,12,28246,60,Single,2,Mortgage,697,0.2783107651,1,0,0.4571860296,0,Other,0,21,17,840,318,87367,35663,3141.5,0.7357001516,5,51704,0.253246,0.2121259963,767.5310928389,0.4661884746,0,55.0
2051-09-10,31,63225,525,Employed,Associate,9,11779,72,Married,4,Rent,500,0.2886246139,1,0,0.1520982096,0,Home,0,30,10,1830,800,64084,218251,5268.75,0.8340951633,6,6473,0.264279,0.2395586812,309.7882508825,0.1536964652,0,50.0
2028-03-25,34,41954,607,Employed,High School,15,11777,36,Single,4,Mortgage,257,0.0195193868,3,1,0.1691220827,0,Other,0,20,11,756,448,26140,27813,3496.1666666667,0.7874490464,1,10953,0.193277,0.1871450521,429.9998847386,0.1965008966,0,47.0
2033-09-14,36,45457,584,Employed,Bachelor,11,73730,36,Widowed,3,Mortgage,900,0.2054470102,1,1,0.2001538022,1,Auto,0,18,25,2843,45,94948,44987,3788.0833333333,0.4882026999,4,49961,0.26673,0.3080266373,3162.4569663899,1.0724307279,0,65.0
2043-07-21,33,38050,611,Self-Employed,Bachelor,7,18664,60,Divorced,0,Mortgage,453,0.349566606,4,3,0.2909928723,0,Auto,0,25,23,6152,889,304910,26403,3170.8333333333,0.7131603795,5,278507,0.218164,0.2211653148,516.7167370544,0.3058239381,1,37.6
2059-04-05,34,88256,517,Employed,Master,9,23107,24,Married,1,Own,660,0.4479183936,1,1,0.2089659079,1,Education,0,21,8,8746,1523,50076,59573,4475.5,0.8645126292,5,4842,0.239607,0.233588069,1214.3101378795,0.4187934617,0,65.0
2023-05-04,39,41691,554,Employed,High School,18,58407,24,Married,1,Rent,449,0.2590825327,5,1,0.4043819884,0,Debt Consolidation,0,18,27,9928,7419,108488,35132,3474.25,0.8517561133,5,73356,0.256407,0.2846829216,3219.8266113805,1.0560053569,0,55.0
2051-12-15,48,72111,595,Employed,Bachelor,27,25614,12,Married,1,Own,410,0.1659388874,4,0,0.3688417763,0,Education,0,20,9,3755,3011,277768,18013,6009.25,0.9613942921,4,259755,0.193114,0.1879840077,2358.0348522521,0.4606290057,1,38.4
2070-11-22,41,46505,590,Employed,Master,16,23905,72,Married,3,Rent,147,0.2212717874,1,0,0.5163765597,0,Auto,0,23,11,286,1693,56038,39262,3875.4166666667,0.9327802174,8,16776,0.243905,0.2530254493,648.3782373444,0.2052368315,0,59.0
2068-11-14,46,108450,569,Employed,High School,23,18349,48,Married,3,Mortgage,439,0.1394282658,1,3,0.0657712743,0,Home,0,24,6,2643,1846,14705,12001,9037.5,0.7170926487,8,2704,0.228849,0.2112775484,569.4511400007,0.1115851884,1,40.0
2022-11-27,41,68168,584,Employed,High School,16,15688,108,Married,2,Mortgage,377,0.4468355842,5,2,0.3904515666,0,Debt Consolidation,0,18,25,6581,252,50512,40189,5680.6666666667,0.8818520015,3,10323,0.268688,0.2576341985,374.5893500286,0.1323065397,0,55.0
2068-01-25,56,93503,608,Employed,High School,30,14395,48,Married,2,Rent,512,0.2948482533,3,1,0.2928931323,1,Auto,0,22,24,560,2353,192046,4460,7791.9166666667,0.7184460939,4,187586,0.205395,0.246474,474.4703148602,0.1266017537,0,56.0
2027-05-21,56,70911,599,Employed,High School,33,33941,24,Widowed,2,Mortgage,627,0.5978731782,4,0,0.1555162385,0,Other,0,31,26,98,576,58248,16220,5909.25,0.8655967064,5,42028,0.209441,0.2284600676,1775.0085367362,0.4064828086,0,51.0
2038-05-15,47,49447,606,Employed,High School,24,12305,36,Married,2,Rent,471,0.1477181521,0,0,0.3104498168,0,Debt Consolidation,0,21,12,4667,92,97648,12672,4120.5833333333,0.7639473718,5,84976,0.194305,0.2162533231,467.5518407513,0.2277715956,0,49.0
2058-08-31,48,47120,591,Employed,Bachelor,24,18660,48,Married,1,Mortgage,252,0.1618412617,5,0,0.227340677,0,Education,0,17,17,1091,555,33121,23552,3926.6666666667,0.4696173373,5,9569,0.21816,0.1997426168,567.5747036976,0.2087202132,1,41.6
2026-02-23,41,43074,610,Employed,Bachelor,17,13633,108,Divorced,1,Rent,498,0.289200969,5,1,0.0509874984,0,Home,0,23,24,7592,891,45402,49455,3589.5,0.6872357378,4,6193,0.253633,0.2570907163,325.0094833871,0.229282486,0,48.0
2019-11-21,45,73372,615,Employed,Associate,21,40928,36,Married,2,Other,434,0.0431237797,3,1,0.387337707,0,Other,0,31,24,1249,1274,72078,71234,6114.3333333333,0.6284618294,3,1878,0.218428,0.1894169777,1499.0514094371,0.3161508057,0,50.0
2069-01-20,42,22750,558,Unemployed,Master,20,14418,60,Single,5,Mortgage,286,0.281073196,2,0,0.0615467119,1,Debt Consolidation,0,18,16,2333,1714,20209,211635,1895.8333333333,0.7424595124,9,6410,0.240418,0.2257227502,402.914908093,0.3633836878,0,67.0
2051-09-15,59,57294,654,Unemployed,Bachelor,35,22965,24,Single,0,Mortgage,444,0.3929302004,1,2,0.208944185,0,Home,0,25,28,6344,1038,55465,25883,4774.5,0.8439681181,6,29582,0.170965,0.154507234,1118.4200102721,0.3272426454,1,39.2
2062-09-21,48,116403,496,Employed,Bachelor,24,14023,48,Single,0,Mortgage,503,0.2553897743,0,1,0.1739641785,0,Home,0,22,13,1856,259,32660,85554,9700.25,0.6168891382,2,5076,0.261023,0.2738419619,483.8031049247,0.101729657,1,39.2
2043-05-19,34,96056,626,Employed,Doctorate,12,43363,108,Married,1,Mortgage,1427,0.6689542579,2,0,0.0732889869,0,Education,0,27,29,4482,678,43915,153985,8004.6666666667,0.5383186352,6,10174,0.275363,0.2820881502,1109.5752330895,0.3168870534,0,48.0
2036-01-06,18,56700,494,Employed,Associate,0,23154,72,Married,0,Rent,689,0.0333843603,1,0,0.3736544235,0,Debt Consolidation,1,32,4,1414,1031,999381,17370,4725.0,0.6743856516,3,982011,0.291154,0.3163502778,721.15509587,0.2984455229,1,43.2
2041-06-01,46,38677,584,Employed,High School,16,14055,72,Single,3,Mortgage,455,0.665854026,2,2,0.2996295119,0,Education,0,30,27,770,815,166597,46141,3223.0833333333,0.8986640889,4,120456,0.237055,0.2691133709,395.2514101662,0.2638006288,0,51.0
2072-07-20,52,80241,525,Employed,Master,28,14057,48,Single,1,Mortgage,458,0.3960612588,3,0,0.3758324702,0,Home,0,22,23,1450,530,38463,14198,6686.75,0.8155350842,6,24265,0.246557,0.2201530855,442.9977712073,0.1347437501,1,42.4
2041-10-24,23,19669,502,Employed,Associate,1,29992,36,Divorced,3,Mortgage,426,0.3726807309,2,2,0.1298536083,0,Education,0,23,28,1292,883,103125,2936,1639.0833333333,0.7216271029,3,100189,0.263992,0.28111622,1242.3860679932,1.0178775136,0,48.0
2062-04-16,22,31894,551,Employed,Bachelor,0,16000,48,Married,0,Rent,379,0.2603462104,4,3,0.1726265955,0,Home,0,29,19,26032,1462,27494,13447,2657.8333333333,0.7123417944,6,14047,0.2355,0.2644866556,543.5234571087,0.3470960521,0,51.0
2051-07-20,50,52525,619,Employed,Associate,27,64130,36,Married,1,Rent,1119,0.1295805595,2,0,0.0853252122,0,Home,0,17,1,1682,796,40782,2850,4377.0833333333,0.5668799922,7,37932,0.23963,0.2557427869,2569.3161322597,0.8426424291,0,50.0
2066-10-29,25,40214,512,Employed,Bachelor,1,40867,60,Married,0,Mortgage,331,0.2923468146,4,4,0.1047796358,0,Debt Consolidation,0,17,23,728,1663,162336,6536,3351.1666666667,0.7227020399,7,155800,0.289867,0.2708454966,1249.9532394873,0.4717620449,0,47.0
2025-03-11,56,71316,554,Employed,Bachelor,34,17618,60,Married,4,Own,334,0.086012462,5,1,0.2722505553,0,Debt Consolidation,0,26,19,3292,495,6626,9982,5943.0,0.6051632866,7,3322,0.245618,0.2542169306,521.4762508737,0.1439468704,0,51.0
2042-02-11,39,33033,523,Employed,Associate,20,19261,24,Widowed,2,Mortgage,586,0.0869719845,6,0,0.0458844587,0,Education,0,27,25,1826,205,11755,31383,2752.75,0.6270711998,4,8281,0.232761,0.243060613,1021.2948455041,0.5838869659,0,50.0
2062-12-08,65,40308,670,Employed,Bachelor,39,24749,60,Married,0,Rent,400,0.2355082423,6,0,0.4390029265,0,Home,0,20,27,15675,258,20577,3501,3359.0,0.9136529642,6,17076,0.194749,0.2046248767,662.0821526481,0.3161899829,0,51.0
2046-10-08,18,80578,585,Unemployed,High School,0,79483,60,Divorced,0,Mortgage,261,0.5191373017,3,0,0.0606122226,1,Education,0,17,12,4586,916,28250,16563,6714.8333333333,0.7650432332,1,11687,0.291983,0.300101944,2572.0426934113,0.4219081179,0,65.0
2057-06-14,53,55130,586,Employed,High School,31,17442,24,Single,0,Mortgage,438,0.1206178308,2,1,0.5171967848,0,Debt Consolidation,0,32,29,2215,2178,56525,10720,4594.1666666667,0.8761244932,6,45805,0.199442,0.1851215898,875.0985723371,0.2858186626,1,45.6
2020-12-05,44,16035,594,Employed,Bachelor,21,32981,24,Single,0,Own,315,0.0688698385,2,2,0.626494862,0,Auto,0,27,4,1710,1098,49403,23680,1336.25,0.941998755,9,25723,0.210981,0.1864777204,1656.8880138337,1.475687943,0,62.0
2054-09-16,27,59188,572,Employed,High School,6,34277,36,Single,2,Mortgage,336,0.2327618725,1,1,0.0336271545,0,Debt Consolidation,0,27,10,1372,847,88323,11853,4932.3333333333,0.9039630749,2,76470,0.233277,0.2296049937,1326.1475393349,0.3369901073,0,48.0
2055-01-10,35,94180,556,Employed,Associate,12,20848,48,Single,5,Rent,451,0.0516505445,4,0,0.3987350297,0,Debt Consolidation,0,30,29,12459,1240,17608,125772,7848.3333333333,0.7715033819,9,9372,0.237848,0.2073115769,642.561981677,0.139336842,1,41.6
2024-01-30,35,26726,568,Unemployed,Associate,16,49457,60,Widowed,2,Rent,425,0.490789038,5,3,0.4959369036,0,Education,0,24,26,3534,892,21083,35897,2227.1666666667,0.7538230737,10,2230,0.270457,0.2986802524,1596.0950543667,0.9074736456,0,62.0
2058-08-19,39,38266,636,Unemployed,Bachelor,16,11021,48,Married,2,Mortgage,216,0.1418101181,2,1,0.0596548422,0,Education,0,34,14,3958,71,5932,13456,3188.8333333333,0.9142996666,3,3323,0.188021,0.1959891513,333.0223965056,0.1721703015,0,50.0
2042-07-14,45,53548,609,Employed,Doctorate,24,34477,12,Single,0,Own,183,0.4560053143,11,1,0.1832583046,0,Auto,0,14,19,250,573,416970,13945,4462.3333333333,0.9790043973,6,403025,0.194977,0.2108654493,3211.71579213,0.7607490383,0,42.0
2019-04-14,33,64403,639,Employed,Master,9,23505,36,Single,0,Rent,212,0.1930182113,4,0,0.2035276253,0,Auto,0,26,25,1759,771,93661,7187,5366.9166666667,0.8280271383,5,86474,0.189005,0.1988070906,872.1020035609,0.2019971747,1,36.8
2060-01-11,35,15000,624,Employed,Master,16,18240,72,Single,2,Rent,278,0.5793077456,5,0,0.0556009844,0,Debt Consolidation,0,30,11,3887,768,124864,8232,1250.0,0.8539894116,8,116632,0.22124,0.2467872562,487.7444067712,0.6125955254,0,46.0
